yy;id;January;February;March;April;May;June;July;August;September;October;November;December
1995;abruzzo_1112;0;0;0;0;0;0.12;0.64;0.48;0.08;0;0;0
2005;abruzzo_1112;0;0;0;0;0;0.4074074074074074;1.222222222222222;1.222222222222222;0.1851851851851852;0;0;0
1985;abruzzo_1707;0;0;0;0;0;0;0;0;0;0;0;0
1995;abruzzo_1707;0;0;0;0;0;0;0;0;0;0;0;0
2005;abruzzo_1707;0;0;0;0;0;0;0;0;0;0;0;0
1985;abruzzo_1940;0;0;0;0;0;0;0;0.11538461538461539;0;0;0;0
1995;abruzzo_1940;0;0;0;0;0;0;0.03571428571428571;0.13793103448275862;0;0;0;0
2005;abruzzo_1966;0;0;0;0;0;0.28;1.56;1.28;0.12;0;0;0
1985;abruzzo_1975;0;0;0;0;0;0.038461538461538464;0.23076923076923078;0.34615384615384615;0;0;0;0
1995;abruzzo_1975;0;0;0;0;0;0.034482758620689655;0.6896551724137931;0.5862068965517241;0.06896551724137931;0;0;0
2005;abruzzo_1975;0;0;0;0;0;0.034482758620689655;0.9655172413793103;1.1402298850574712;0.10344827586206896;0;0;0
1985;abruzzo_1982;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
1995;abruzzo_1982;0;0;0;0;0;0.13793103448275862;0.5172413793103449;0.5862068965517241;0.034482758620689655;0;0;0
2005;abruzzo_1982;0;0;0;0;0;0.1724137931034483;0.5517241379310345;0.8275862068965517;0.10344827586206896;0;0;0
1985;abruzzo_2;0;0;0;0;0;0;0.36;0.2;0;0;0;0
1995;abruzzo_2;0;0;0;0;0;0.10714285714285714;0.9642857142857143;0.5714285714285714;0.07142857142857142;0;0;0
2005;abruzzo_2;0;0;0;0;0;0.27586206896551724;1.8275862068965516;1.7241379310344827;0.13793103448275862;0;0;0
1985;abruzzo_2135;0;0;0;0;0;0;0;0.16;0;0;0;0
1995;abruzzo_2135;0;0;0;0;0;0;0.25;0.17857142857142858;0;0;0;0
2005;abruzzo_2135;0;0;0;0;0;0;0.2857142857142857;0.25;0;0;0;0
2005;abruzzo_2137;0;0;0;0;0;0;0.14285714285714285;0.21428571428571427;0.03571428571428571;0;0;0
1985;abruzzo_2159;0;0;0;0;0;0.20833333333333331;2.791666666666667;3.0416666666666665;0.125;0;0;0
1995;abruzzo_2159;0;0;0;0;0;0.5172413793103449;3.206896551724138;2.6206896551724137;0.27586206896551724;0;0;0
2005;abruzzo_2159;0;0;0;0;0;0.5862068965517241;2.862068965517241;4.1600985221674875;0.27586206896551724;0;0;0
1985;abruzzo_2177;0;0;0;0;0;0.08;0.5599999999999999;0.48;0;0;0;0
1995;abruzzo_2177;0;0;0;0;0;0.21428571428571427;0.9655172413793103;0.6919540229885057;0.034482758620689655;0;0;0
2005;abruzzo_2177;0;0;0;0;0;0.44;1.8461538461538463;1.6564102564102563;0.038461538461538464;0;0;0
1985;abruzzo_2258;0;0;0;0;0;0.08;0.16;0.12;0;0;0;0
1995;abruzzo_2258;0;0;0;0;0;0.07142857142857142;0.39285714285714285;0.14285714285714285;0;0;0;0
2005;abruzzo_2258;0;0;0;0;0;0.33333333333333337;2.148148148148148;2.074074074074074;0.1851851851851852;0;0;0
1985;abruzzo_2274;0;0;0;0;0;0.07692307692307693;0.3076923076923077;0.1923076923076923;0;0;0;0
1995;abruzzo_2274;0;0;0;0;0;0.1724137931034483;0.48275862068965514;0.24137931034482757;0;0;0;0
2005;abruzzo_2274;0;0;0;0;0;0.11538461538461539;0.43999999999999995;0.6576923076923077;0;0;0;0
1975;aeronautica_6686;0;0;0;0;0;0;0;0;0;0;0;0
1985;aeronautica_6686;0;0;0;0;0;0;0;0;0;0;0;0
1995;aeronautica_6686;0;0;0;0;0;0;0;0;0;0;0;0
2005;aeronautica_6686;0;0;0;0;0;0;0;0;0;0;0;0
1975;aeronautica_6690;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
1985;aeronautica_6690;0;0;0;0;0;0.11111111111111112;0.35714285714285715;0.2523809523809524;0;0;0;0
1995;aeronautica_6690;0;0;0;0;0.06666666666666667;0.569047619047619;0.9333333333333332;0.7033333333333333;0;0;0;0
2005;aeronautica_6690;0;0;0;0;0.06666666666666667;1.0357142857142858;1.5666666666666667;1.7366666666666668;0;0;0;0
1975;aeronautica_6691;0;0;0;0;0;0;0;0;0;0;0;0
1985;aeronautica_6691;0;0;0;0;0;0;0;0;0;0;0;0
1995;aeronautica_6691;0;0;0;0;0;0;0;0;0;0;0;0
2005;aeronautica_6691;0;0;0;0;0;0;0;0;0;0;0;0
1975;aeronautica_6692;0;0;0;0;0;0;0;0;0;0;0;0
1985;aeronautica_6692;0;0;0;0;0;0;0;0;0;0;0;0
1995;aeronautica_6692;0;0;0;0;0;0;0;0;0;0;0;0
2005;aeronautica_6692;0;0;0;0;0;0;0;0;0;0;0;0
1975;aeronautica_6693;0;0;0;0;0;0;0;0;0;0;0;0
1985;aeronautica_6693;0;0;0;0;0;0;0;0;0;0;0;0
1995;aeronautica_6693;0;0;0;0;0;0;0;0;0;0;0;0
2005;aeronautica_6693;0;0;0;0;0;0;0;0;0;0;0;0
1975;aeronautica_6694;0;0;0;0;0;0;0.034482758620689655;0.1;0;0;0;0
1985;aeronautica_6694;0;0;0;0;0;0;0.03571428571428571;0.18095238095238095;0;0;0;0
1995;aeronautica_6694;0;0;0;0;0;0.10344827586206898;0.3936838624338624;0.6452380952380953;0;0;0;0
2005;aeronautica_6694;0;0;0;0;0;0.14482758620689656;0.6176564495530013;1.2550732600732601;0;0;0;0
1975;aeronautica_6697;0;0;0;0;0;0;0.03333333333333333;0;0;0;0;0
1985;aeronautica_6697;0;0;0;0;0;0;0.03571428571428571;0;0;0;0;0
1995;aeronautica_6697;0;0;0;0;0;0;0.037037037037037035;0;0;0;0;0
2005;aeronautica_6697;0;0;0;0;0;0;0;0.03571428571428571;0;0;0;0
1985;aeronautica_6700;0;0;0;0;0;0.06896551724137931;0;0.20689655172413793;0;0;0;0
1995;aeronautica_6700;0;0;0;0;0;0.21182266009852216;0.40752351097178685;0.5938271604938271;0;0;0;0
2005;aeronautica_6700;NA;0;0;0;0;0.3854421440628337;0.7511771561771562;NA;0;0;0;NA
1975;aeronautica_6703;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
1985;aeronautica_6703;0;0;0;0;0;0;NA;0;0;NA;0;0
1995;aeronautica_6703;0;0;0;0;0;0;NA;0;0;NA;0;0
2005;aeronautica_6703;0;0;0;0;0;NA;0;0;0;0;0;0
1975;aeronautica_6707;0;0;0;0;0;0;0.041666666666666664;0;0;0;0;0
1985;aeronautica_6707;0;0;0;0;0;0;0.03571428571428571;0.03571428571428571;0;0;0;0
1995;aeronautica_6707;0;0;0;0;0;0.1;0.13333333333333333;0.36666666666666664;0;0;0;0
2005;aeronautica_6707;0;0;0;0;0;0.16666666666666669;0.13333333333333333;0.6666666666666666;0;0;0;0
1975;aeronautica_6709;0;0;0;0;0;0;0;0;0;0;0;0
1985;aeronautica_6709;0;0;0;0;0;0;0;0;0;0;0;0
1995;aeronautica_6709;0;0;0;0;0;0;0;0;0;0;0;0
2005;aeronautica_6709;0;0;0;0;0;0.03333333333333333;0;0;0;0;0;0
1975;aeronautica_6710;0;0;0;0;0;0;0;0.03333333333333333;0;0;0;0
1985;aeronautica_6710;0;0;0;0;0;0;0;0.03333333333333333;0;0;0;0
1995;aeronautica_6710;0;0;0;0;0;0.16666666666666666;0.034482758620689655;0.47947454844006565;0;0;0;0
2005;aeronautica_6710;NA;0;0;0;0;0.26666666666666666;0.46894409937888193;0.9567099567099567;0;0;0;NA
1975;aeronautica_6711;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA
1985;aeronautica_6711;0;0;0;0;0;0.03571428571428571;0.21428571428571427;0;0;0;0;0
1995;aeronautica_6711;0;0;0;0;0;0.16666666666666669;0.3333333333333333;0.2333333333333333;0;0;0;0
2005;aeronautica_6711;0;0;0;0;0;0.23333333333333334;0.6;0.9333333333333332;0;0;0;0
1985;aeronautica_6717;0;0;0;0;0;0;0.10714285714285714;0.03571428571428571;0;0;0;0
1995;aeronautica_6717;0;0;0;0;0;0.06666666666666667;0.26999999999999996;0.33333333333333337;0;0;0;0
2005;aeronautica_6717;0;0;0;0;0;0.09999999999999999;0.5366666666666666;0.8333333333333334;0;0;0;0
1975;aeronautica_6718;0;0;0;0;0;0;0.16666666666666666;0;0;0;0;0
1985;aeronautica_6718;0;0;0;0;0;0;0.21428571428571427;0.21428571428571427;0;0;0;0
1995;aeronautica_6718;0;0;0;0;0.03333333333333333;0.26666666666666666;0.5;0.7;0;0;0;0
2005;aeronautica_6718;0;0;0;0;0.03333333333333333;0.5333333333333333;1;1.5666666666666667;0;0;0;0
1975;aeronautica_6720;0;0;0;0;0;0;0.06666666666666667;0.03333333333333333;0;0;0;0
1985;aeronautica_6720;0;0;0;0;0;0;0.1;0.17160493827160492;0;0;0;0
1995;aeronautica_6720;0;0;0;0;0;0.13793103448275862;0.20689655172413793;0.6602809706257982;0;0;0;0
2005;aeronautica_6720;0;0;0;0;0;0.29064039408866993;0.717966140082668;1.5089667675874574;0;0;0;0
1975;aeronautica_6721;0;0;0;0;0;0;0.1;0;0;0;0;0
1985;aeronautica_6721;0;0;0;0;0;0;0.2;0.3;0;0;0;0
1995;aeronautica_6721;0;0;0;0;0.03333333333333333;0.06666666666666667;0.4;0.9333333333333333;0;0;0;0
2005;aeronautica_6721;0;0;0;0;0.034482758620689655;0.3666666666666667;1.115942028985507;2.087662337662338;0;0;0;0
1975;aeronautica_6723;0;0;0;0;0;0;0;0.03333333333333333;0;0;0;0
1985;aeronautica_6723;0;0;0;0;0;0;0.1;0.4802298850574713;0;0;0;0
