yy;id;January;February;March;April;May;June;July;August;September;October;November;December
1995;abruzzo_1112;0;0;0;0;0;0;0;0;0;0;0;0
2005;abruzzo_1112;0;0;0;0;0;0;0;0;0;0;0;0
1985;abruzzo_1707;0;0;0;0;0;0;0;0;0;0;0;0
1995;abruzzo_1707;0;0;0;0;0;0;0;0;0;0;0;0
2005;abruzzo_1707;0;0;0;0;0;0;0;0;0;0;0;0
1985;abruzzo_1940;0;0;0;0;0;0;0;0;0;0;0;0
1995;abruzzo_1940;0;0;0;0;0;0;0;0;0;0;0;0
2005;abruzzo_1966;0;0;0;0;0;0;0;0;0;0;0;0
1985;abruzzo_1975;0;0;0;0;0;0;0;0;0;0;0;0
1995;abruzzo_1975;0;0;0;0;0;0;0;0;0;0;0;0
2005;abruzzo_1975;0;0;0;0;0;0;0;0;0;0;0;0
1985;abruzzo_1982;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
1995;abruzzo_1982;0;0;0;0;0;0;0.034482758620689655;0.034482758620689655;0;0;0;0
2005;abruzzo_1982;0;0;0;0;0;0;0.034482758620689655;0.034482758620689655;0;0;0;0
1985;abruzzo_2;0;0;0;0;0;0;0;0;0;0;0;0
1995;abruzzo_2;0;0;0;0;0;0;0;0;0;0;0;0
2005;abruzzo_2;0;0;0;0;0;0;0;0.034482758620689655;0;0;0;0
1985;abruzzo_2135;0;0;0;0;0;0;0;0;0;0;0;0
1995;abruzzo_2135;0;0;0;0;0;0;0;0;0;0;0;0
2005;abruzzo_2135;0;0;0;0;0;0;0;0;0;0;0;0
2005;abruzzo_2137;0;0;0;0;0;0;0;0.07142857142857142;0;0;0;0
1985;abruzzo_2159;0;0;0;0;0;0;0.041666666666666664;0;0;0;0;0
1995;abruzzo_2159;0;0;0;0;0;0;0.034482758620689655;0;0;0;0;0
2005;abruzzo_2159;0;0;0;0;0;0;0;0.3103448275862069;0;0;0;0
1985;abruzzo_2177;0;0;0;0;0;0;0;0;0;0;0;0
1995;abruzzo_2177;0;0;0;0;0;0;0;0;0;0;0;0
2005;abruzzo_2177;0;0;0;0;0;0;0;0.11538461538461539;0;0;0;0
1985;abruzzo_2258;0;0;0;0;0;0;0;0;0;0;0;0
1995;abruzzo_2258;0;0;0;0;0;0;0;0;0;0;0;0
2005;abruzzo_2258;0;0;0;0;0;0;0;0;0;0;0;0
1985;abruzzo_2274;0;0;0;0;0;0;0;0;0;0;0;0
1995;abruzzo_2274;0;0;0;0;0;0;0;0;0;0;0;0
2005;abruzzo_2274;0;0;0;0;0;0;0;0;0;0;0;0
1975;aeronautica_6686;0;0;0;0;0;0;0;0;0;0;0;0
